atheist	trúleysingi	Noun
atherosclerosis	æðakölkun	Noun
athlete	íþróttamaður	Noun
atlas	kortabók	Noun
atmosphere	andrúmsloft	Noun
atom	atóm	Noun
atom	frumeind	Noun
atrium	gátt	Noun
attachment	aðfarargerð	Noun
attachment	fylgja	Noun
attachment	viðhengi	Noun
attempt	tilraun	Noun
attempt something	bera við	Verb
attend	sækja	Verb
attend to	sinna	Verb
attendance	aðsókn	Noun
attendance	mæting	Noun
attic	rishæð	Noun
attic	þakhæð	Noun
attorney	umboðsmaður	Noun
attract	laða	Verb
attraction	aðdráttur	Noun
attractive	aðlaðandi	Adjective
attribute	einkunn	Noun
au pair	húshjálp	Noun
auction something	bjóða upp	Verb
audiobook	hljóðbók	Noun
audit	endurskoða	Verb
aunt	tanta	Noun
aura	ára	Noun
aurochs	úruxi	Noun
aurora	segulljós	Noun
authentic cadence	aðalendir	Noun
author	höfundur	Noun
authority	yfirvald	Noun
autism	einhverfa	Noun
autism spectrum	einhverfuróf	Noun
autistic	einhverfur	Adjective
autograph	eiginhandaráritun	Noun
automatic	sjálfvirkur	Adjective
autonomous region	sjálfstjórnarsvæði	Noun
autopsy	krufning	Noun
autumn hawkbit	skarifífill	Noun
autumnal	haustlegur	Adjective
availability	fáanleiki	Noun
available	laus	Adjective
avalanche	skriða	Noun
avalanche	snjóflóð	Noun
avaricious	ágjarn	Adjective
avatar	gengill	Noun
average	meðal	Adverb
average grade	aðaleinkunn	Noun
average joe	meðaljón	Noun
average temperature	meðalhiti	Noun
avian influenza	fuglaflensa	Noun
avocado	avókadó	Noun
avocado	lárpera	Noun
awakening	vakning	Noun
away	undan	Adverb
away from something	í burtu	Adverb
away team	útilið	Noun
awful	ógurlegur	Adjective
awfully	agalega	Adverb
awkward	vandræðalegur	Adjective
awkward	vandró	Adjective
awl	alur	Noun
axe	öxi	Noun
axiom	frumregla	Noun
axis	möndull	Noun
axis	ás	Noun
axis	öxull	Noun
axle	öxull	Noun
axolotl	tálknamandra	Noun
axon	sími	Noun
baa	jarm	Noun
baa	me	Interjection
babble	babla	Verb
babbling	hjal	Noun
babe	skutla	Noun
baboon	bavíani	Noun
baby	jóð	Noun
baby	ungbarn	Noun
babysitter	barnapía	Noun
bachelor	piparsveinn	Noun
back	bak	Noun
back	til baka	Adverb
back down	bakka	Verb
back pocket	rassvasi	Noun
back seat	aftursæti	Noun
back up	bakka	Verb
backboard	spjald	Verb
backdrop	baksvið	Noun
backfire	sprengja	Verb
backgammon	kotra	Noun
background	bakgrunnur	Noun
background radiation	bakgrunnsgeislun	Noun
backstage	baksvið	Noun
backup	afrit	Noun
backwards	aftur á bak	Adverb
backwards	öfugt	Adverb
backwards	öfugur	Adjective
backwards handspring	flikk	Noun
backwards handspring	flikk flakk	Noun
bacon	beikon	Noun
bacon	flesk	Noun
bacterium	baktería	Noun
bacterium	gerill	Noun
bad	slæmur	Adjective
bad smell	ólykt	Noun
bad weather	hríð	Noun
bad weather	illviðri	Noun
badge of nobility	aðalsmerki	Noun
badger	greifingi	Noun
badly sunburnt	skaðbrenndur	Adjective
bag	poka	Verb
baggage	trúss	Noun
bagpipes	sekkjapípa	Noun
baguette	snittubrauð	Noun
bail	beila	Verb
bail	trygging	Noun
bait	agn	Noun
bait	beita	Noun
bait	egna	Verb
bake	baka	Verb
baker	bakari	Noun
bakery	bakarí	Noun
baking	bakstur	Noun
baking soda	matarsódi	Noun
balaclava	lambhúshetta	Noun
balance	vog	Noun
balcony	svalir	Noun
bald	sköllóttur	Adjective
bald spot	skalli	Noun
baldness	skalli	Noun
baleen	skíði	Noun
baleen whale	skíðhvalur	Noun
baleful	illur	Adjective
ball	bolti	Noun
ball	knöttur	Noun
ball bearing	kúlulega	Noun
ball game	boltaíþrótt	Noun
ball game	knattleikur	Noun
ball of yarn	hnykill	Noun
ball used handball	handbolti	Noun
ball-and-socket joint	kúluliður	Noun
balloon	blaðra	Noun
ballot	kjörseðill	Noun
ballpoint pen	kúlupenni	Noun
balsamic vinegar	balsamedik	Noun
bamboo	bambus	Noun
ban	banna	Verb
banana	banani	Noun
banana	bjúgaldin	Noun
banana republic	bananalýðveldi	Noun
banana skin	bananahýði	Noun
bandage	bindi	Noun
bandage	umbúðir	Noun
bang	hvellur	Noun
bank	bakki	Noun
bank	banki	Noun
bank	grunn	Noun
banking secrecy	bankaleynd	Noun
banknote	peningaseðill	Noun
bankrupt	gjaldþrota	Adjective
bankruptcy	gjaldþrot	Noun
baobab	apabrauðstré	Noun
baptismal font	skírnarfontur	Noun
baptize	skíra	Verb
bar	bar	Noun
bar	rimill	Noun
bar chart	súlurit	Noun
barb	fön	Noun
barbarian	barbari	Noun
barbarian	skrælingi	Noun
barber	rakari	Noun
barcode	strikamerki	Noun
bare	ber	Adjective
bare	bera	Verb
bare-faced lie	haugalygi	Noun
barefoot	berfættur	Adjective
barium	barín	Noun
bark	börkur	Noun
bark	gelta	Verb
bark	geyja	Verb
bark	gjamma	Verb
barking	gauð	Noun
barking	gelt	Noun
barley	bygg	Noun
barn	hlaða	Noun
barn owl	turnugla	Noun
barn swallow	landsvala	Noun
barnacle goose	helsingi	Noun
barometer	loftvog	Noun
baron	barón	Noun
baronet	barónett	Noun
barrel	baula	Noun
barrel	hlaup	Noun
barren	ófrjór	Adjective
barricade	loka	Verb
barrister	málafærslumaður	Noun
bas-relief	lágmynd	Noun
base	byggja	Verb
base	veldisstofn	Noun
baseball	hafnabolti	Noun
baseball	hornabolti	Noun
baseball cap	derhúfa	Noun
basic	basískur	Adjective
basic guitar chords	vinnukonugripin	Noun
basic life support	grunnendurlífgun	Noun
basket	karfa	Noun
basketball	körfubolti	Noun
basketball	körfuknattleikur	Noun
basketball coach	körfuboltaþjálfari	Noun
basketball coach	körfuknattleiksþjálfari	Noun
bass	bassi	Noun
basset horn	bassetthorn	Noun
bassoon	fagott	Noun
bassoonist	fagottleikari	Noun
bastard	ansvíti	Noun
bastard	vafagepill	Noun
bat	kylfa	Noun
bat	leðurblaka	Noun
bat	slá	Verb
bath	bað	Noun
bathe	lauga	Verb
bathrobe	sloppur	Noun
bathroom	bað	Noun
bathroom	baðherbergi	Noun
bathtub	baðkar	Noun
baton	kefli	Noun
baton	tónsproti	Noun
batter	kylfingur	Noun
battering ram	múrbrjótur	Noun
battering ram	veður	Noun
battery	batterí	Noun
battery	rafgeymir	Noun
battle	storð	Noun
battlefield	vígvöllur	Noun
bauble	jólakúla	Noun
bay	vogur	Noun
bay willow	gljávíðir	Noun
bayonet	byssustingur	Noun
be	vera	Verb
be a draught	trekkja	Verb
be able to	kunna að	Verb
be absolutely clear	blasa við	Verb
be appropriate	eiga við	Verb
be at stake	liggja við	Verb
be attentive	taka eftir	Verb
be available	fást	Verb
be available	gefast	Verb
be bored	leiðast	Verb
be born	fæðast	Verb
be built	byggja	Verb
be carried	berast	Verb
be considered	teljast	Verb
be counted as	teljast	Verb
be crawling	vella	Verb
be damaged	skemmast	Verb
be darkened	dekkjast	Verb
be defeated	verða undir	Verb
be deleted	eyðast	Verb
be destroyed	farast	Verb
be discussed	ræðast	Verb
be drunk	vera í því	Verb
be embarrassed	fara hjá sér	Verb
be equivalent to	jafngilda	Verb
be fit	duga	Verb
be found	fyrirfinnast	Verb
be found unfair	þykja súrt í broti	Verb
be frightened	fælast	Verb
be frightened	styggjast	Verb
be in bed	vera uppi í	Verb
be in prison	sitja inni	Verb
be in trouble	liggja í því	Verb
be in tune	stemma	Verb
be injured	slasast	Verb
be interested in	hafa áhuga á	Verb
be interested in	hafa áhunga á	Verb
be left over	vera eftir	Verb
be lisping	vera smámæltur	Verb
be mistaken	misminna	Verb
be neglected	farast fyrir	Verb
be neglected	sitja á hakanum	Verb
be noisy	bjalla	Verb
be obvious	liggja í augum uppi	Verb
be part	tilheyra	Verb
be practical	henta	Verb
be ready	vera til	Verb
be shoeless	sokkaleistur	Noun
be spread	berast	Verb
be stumped	gata	Verb
be teeming with	mora	Verb
be ticklish	kitla	Verb
be valid	gilda	Verb
beach	strönd	Noun
beak	fuglsnef	Noun
beak	nef	Noun
beam	bjálki	Noun
beam	skaft	Noun
beam of light	ljóma	Noun
beam of light	ljósgeisli	Noun
bean goose	akurgæs	Noun
bear	björn	Noun
bear cub	húnn	Noun
bearberry	mulningur	Noun
beard	skegg	Noun
bearded	skeggjaður	Adjective
bearing	lega	Noun
beast of burden	burðardýr	Noun
beat	sláttur	Noun
beautiful sandwort	melanóra	Noun
beautifully	fallega	Adverb
beautify	fegra	Verb
beautify	fríða	Verb
beauty	fegurð	Noun
beaver	bifur	Noun
beaver	bjór	Noun
because	af því að	Conjunction
because of	vegna	Preposition
become	verða	Verb
become acquainted with	kynna	Verb
become autumn	hausta	Verb
become badly sunburnt	skaðbrenna	Verb
become blue	blána	Verb
become frostbitten	kala	Verb
become glad	hýrna	Verb
become infected	sýkjast	Verb
become longer	lengjast	Verb
become shallow	grynna	Verb
become silent	hljóðna	Verb
become stressed	stressast	Verb
bed	beð	Noun
bed	beður	Noun
bed	bæli	Noun
bed	ból	Noun
bed	hvíla	Noun
bed	rekkja	Noun
bed	rúm	Noun
bed	sæng	Noun
bedridden of age	karlægur	Adjective
bedrock	berggrunnur	Noun
bedroom	svefnherbergi	Noun
bedroom	svefnhús	Noun
bedsheets	rúmföt	Noun
bee	bý	Noun
beech	beyki	Noun
beech tree	beykitré	Noun
beef	nautakjöt	Noun
beefsteak	buff	Noun
beer	bjór	Noun
beet	beðja	Noun
beetle	bjalla	Noun
befit	hæfa	Verb
befool	gabba	Verb
before	fyrir	Preposition
before	áður en	Conjunction
beg	betla	Verb
beggar	betlari	Noun
begging	vergangur	Noun
begin	byrja	Verb
beginner	byrjandi	Noun
behave	haga	Verb
behave	hegða	Verb
behave badly	láta öllum illum látum	Verb
behaviour	læti	Noun
behind	að baki	Adverb
behind	bak við	Preposition
behind	á eftir	Adverb
being clairvoyant	skyggni	Noun
bel	bel	Noun
believe	trúa	Verb
belittle	kasta rýrð á	Verb
bell	bjalla	Noun
bell	klukka	Noun
bell lyre	lýra	Noun
bell pepper	paprika	Noun
bellows	belgur	Noun
belly	búkur	Noun
belly	kviður	Noun
belong	tilheyra	Verb
below	að aftan	Adverb
below the belt	undir beltisstað	Adverb
belt	belti	Noun
beluga whale	mjaldur	Noun
bench	bekkur	Noun
bench	pallur	Noun
bend	beygja	Verb
bend	sveigja	Noun
bend	sveigja	Verb
bend backwards	fetta	Verb
bendable	beygjanlegur	Adjective
benefit	hagsbót	Noun
benefit from	njóta	Verb
beret	alpahúfa	Noun
berkelium	berkelín	Noun
berry	ber	Noun
beryllium	beryllín	Noun
best man	svaramaður	Noun
best of something	laukur	Noun
bet	veðja	Verb
beta	beta	Noun
betray	svíkja	Verb
betray	táldraga	Verb
better	betri	Adjective
better	betur	Adverb
better	fremri	Adjective
between	milli	Preposition
between	á milli	Preposition
beyond	handan	Preposition
biathlon	skíðaskotfimi	Noun
bib	smekkur	Noun
bible	biblía	Noun
bickering	nagg	Noun
bicycle	reiðhjól	Noun
bicycle	tvíhjól	Noun
bid	sögn	Noun
biennial	tvíær	Adjective
bier	börur	Noun
big	stór	Adjective
big cat	stórköttur	Noun
big deal	mál	Noun
big-eyed	stóreygur	Adjective
bight	bugt	Noun
bike	hjól	Noun
bikini	bikiní	Noun
bilberry	aðalbláber	Noun
bile duct	gallgöng	Noun
bilingual	tvítyngdur	Adjective
bill	frumvarp	Noun
billionaire	milljarðamæringur	Noun
billow	lá	Noun
binary star	tvístirni	Noun
bind	hefta	Verb
binding	band	Noun
binge watching	hámhorf	Noun
biochemistry	lífefnafræði	Noun
biodiversity	líffræðileg fjölbreytni	Noun
biography	ævi	Noun
biography	ævisaga	Noun
